,season,episode,title,speaker,line,category
276,3,3,The Coup,Angela,"Michael is going to get us all fired. You sat back and let him play that dumb movie, and now Jan is peeved off and we're all going to lose our jobs.",HR
277,3,3,The Coup,Angela,"It's not up to Michael, it's Jan's call. Talk to her.",HR
278,3,3,The Coup,Angela,Fine! Sit back and do nothing and let us all get fired!,HR
279,3,3,The Coup,Angela,"I know that patience and loyalty are good, and virtuous traits. But sometimes I just think you need to grow a pair.",Opinions
280,3,3,The Coup,Jan,"You should talk to Michael, and he'll talk to me, and that way we don't have to speak to each other.",Interpersonal
281,3,3,The Coup,Jan,It's not about a surprise party is it?,Humour
282,3,3,The Coup,Jan,What would you do differently?,Opinions
283,3,3,The Coup,Jan,"Dwight, you must feel strongly, to speak with me this way, behind Michael's back, and turn on so many of your co-workers.",Interpersonal
284,3,3,The Coup,Jan,I just had a very interesting conversation with one of your employees.,Logistics
285,3,3,The Coup,Jan,"No, it wasn't. Dwight just told me that he thinks he can run the branch better than you.",Logistics
286,3,3,The Coup,Jan,You can't have people undermining you. Get control of your branch immediately.,Logistics
287,3,4,Grief Counseling,Jan," So, I wanted to let you know that we lost Ed Truck.",Logistics
288,3,4,Grief Counseling,Jan,"Michael, Ed died over the weekend.",Logistics
289,3,4,Grief Counseling,Jan," I understand how you feel, Michael. I really do. So, would it be helpful to give everyone the day off?",Logistics
290,3,4,Grief Counseling,Jan, I'm not sure that's realistic.,Logistics
291,3,4,Grief Counseling,Jan,What the hell are you two talking about?,Interpersonal
292,3,4,Grief Counseling,Jan,"You know what, Michael? I've really tried with you today...",Interpersonal
293,3,4,Grief Counseling,Jan,So call me when you feel like having a real conversation.,Interpersonal
294,3,4,Grief Counseling,Toby,"Michael, look. I know this is hard for you, but death's just a part of life. I mean, just this morning I saw a little bird fly into the glass doors downstairs and die. And I had to keep going.",Personal
295,3,5,Initiation,Jan,"I'm great. So, Pam I would like you to keep a log of everything Michael does hour by hour so we can analyze it at corporate. Ok?",Logistics
296,3,5,Initiation,Angela,"He's not weird, he's just individualistic.",Opinions
297,3,6,Diwali,Angela,I find this incredibly offensive.,Opinions
298,3,6,Diwali,Angela,"Well, whatever Kelly wants to do in her own house is fine but we shouldn't all be subjected to it.",Opinions
299,3,6,Diwali,Toby,"Actually, she's right. This isn't appropriate. Why don't I take these.",Logistics
300,3,6,Diwali,Angela,I'm a vegetarian. What can I eat?,Personal
301,3,7,Branch Closing,Jan,I am here to tell you that we are closing the Scranton branch.,Logistics
302,3,7,Branch Closing,Jan,The board voted last night to close your branch.,Logistics
303,3,7,Branch Closing,Jan,"I'm very sorry. I don't relish telling you this. You've been a big part of this company, and the board asked me to thank you for your years of service.",Logistics
304,3,7,Branch Closing,Jan,"A small number of people will be transferred to the Stamford branch, and the rest will be getting severance packages.",HR
305,3,7,Branch Closing,Jan,"Well, we haven't made final decisions about personnel yet. But you're a severance package person.",HR
306,3,7,Branch Closing,Jan,"Well, it's not all about numbers, Michael.",Logistics
307,3,7,Branch Closing,Jan,Our CFO believes that Josh is going to play an important role in our company's future.,Logistics
308,3,7,Branch Closing,Toby,"Michael, uh... we shouldn't be talking about this until all the decisions have been made.",Logistics
309,3,7,Branch Closing,Toby,Jan told me just a few minutes before she told you.,Logistics
310,3,7,Branch Closing,Angela,"What about us, Michael? Do we still have jobs?",HR
311,3,7,Branch Closing,Angela,I don't want to blame anyone in particular. I think everyone's to blame.,Opinions
312,3,7,Branch Closing,Jan,"Oh, good. You're both here. Ready to talk logistics?",Logistics
313,3,7,Branch Closing,Jan,"So, Josh will be running what is now called Dunder-Mifflin ,Northeast, which is all the offices north of Stamford. And Jim, fi you want the job, you'll be his number two.",Logistics
314,3,7,Branch Closing,Jan,You leveraged your new position with us into another offer?,HR
315,3,7,Branch Closing,Jan,"Damn it, Josh. This whole restructuring thing was based around keeping you. I...",HR
316,3,7,Branch Closing,Jan,"So... we are still scrambling here. But uh, it looks like Scranton is going to absorb Stamford.",HR
317,3,7,Branch Closing,Jan,"And I know that you just left there a couple of months ago, but we would like to offer you the number two position at that branch.",HR
318,3,7,Branch Closing,Jan,"Ah. Well, please think about it. And call me. We will do whatever we can to get you to stay.",HR
319,3,7,Branch Closing,Jan,"Ah, god. Okay. You know what everybody? I'm sure there is a better way to do this but I've drive something like 400 miles today and I'm completely exhausted so I'm just gonna tell you. Your branch is not closing; Stamford is closing. Um, for the time being, it seems that all your jobs are safe.",Logistics
320,3,7,Branch Closing,Jan,"Well, reasons are not important. Would you just call him, please? Wherever he is... and tell him.",Logistics
321,3,7,Branch Closing,Toby,"Well for a minute there, I saw myself selling my house, moving to Costa Rica, learning how to surf. But, Costa Rica will still be there. When I'm 65.",Personal
322,3,8,The Merger,Toby,"Hey, this came with the Stamford book.  Can you take care of it?",Logistics
323,3,8,The Merger,Angela,Maybe that's because some people treat it like their own private Hooters strip club.,Opinions
324,3,8,The Merger,Jan,Did you fire Tony Gardner when he was trying to quit?,HR
325,3,8,The Merger,Jan,"Do you realize, Michael, that we now have to pay him severance?",HR
326,3,8,The Merger,Jan,He's the only one who has worked with both groups. I sent you a memo about this.,Logistics
327,3,9,The Convict,Angela,"Look, we have a rebate from... the Federal Work Opportunity Program and no one knows what that means.",HR
328,3,9,The Convict,Jan,We get that money for hiring an ex-convict.,HR
329,3,9,The Convict,Jan,"Okay, that's when the branches merged, so Josh must have been taking advantage of this program. Smart move.",Logistics
330,3,9,The Convict,Angela,One of the Stamford people is a criminal?,Interpersonal
331,3,9,The Convict,Angela,"Jan, which one of the new employees is a criminal?",Logistics
332,3,9,The Convict,Jan,"Uh, reformed convict, and, uh, I'm not sure. Though hang on, let me email our HR, stay on the line.",Logistics
333,3,9,The Convict,Jan,...Okay it's someone named Martin Nash.,Logistics
334,3,9,The Convict,Angela,"Sure. Let's protect the convicts. At the expense of the general feeling of safety in the workplace. As a 90-pound female that sits in an ill-lit, rarely-visited corner of the office, naturally I agree with that.",Opinions
335,3,9,The Convict,Toby,"Well, you're going to have to let 'em out. Or... or I will.",Interpersonal
336,3,9,The Convict,Toby,"You know they're teasing you. I mean... obviously, this is... a much nicer place than an actual prison. We get paid to be here. We go home afterwards and have social lives. We have... we have parties here. They're teasing you. To be funny.",Interpersonal
337,3,10,A Benihana Christmas (Parts 1&2),Angela,"These are all terrible ideas and none of them are on the theme of ""A Nutcracker Christmas."" I think you should leave.",Interpersonal
338,3,10,A Benihana Christmas (Parts 1&2),Angela,"You tried this out, and it's clearly not for you. It's time to go. Come on.  Please.  Thank you. OK, thank you very much. ",Interpersonal
339,3,10,A Benihana Christmas (Parts 1&2),Angela," What is that?  The ""Committee to Plan Parties invites you to a margarita-karaoke Christmas?"" There's no such thing as the ""Committee to Plan Parties.""",Logistics
340,3,10,A Benihana Christmas (Parts 1&2),Angela,"No, that is not a party. There's only one party and it's hosted by the Party PLANNING Committee and it starts at three o'clock.",Logistics
341,3,10,A Benihana Christmas (Parts 1&2),Angela,"Pam, don't tell her what to do! Phyllis.",Interpersonal
342,3,10,A Benihana Christmas (Parts 1&2),Angela,I have a very important announcement to make... about... your paychecks. Umm... Your paychecks will be arriving as scheduled on Friday. And they will be in the correct amount that they are normally in... Please stand by for a very important announcement... refer.. for further regarding your paycheck! ,Logistics
343,3,10,A Benihana Christmas (Parts 1&2),Angela," Also, I would like to inform you that, um, as a special treat, my party will be starting early. In fact, it will be starting right now ",Logistics
344,3,10,A Benihana Christmas (Parts 1&2),Angela,"I don't back down. My sister and I used to be best friends, and we haven't talked in 16 years. Over some disagreement, I don't even remember. So... yeah. I'm pretty good.",Personal
345,3,10,A Benihana Christmas (Parts 1&2),Angela,I'm not sure. Does your karaoke machine have Christmas songs?,Logistics
346,3,10,A Benihana Christmas (Parts 1&2),Angela," Little baby, parum pum pum pum. I am a poor boy too, parum pum pum pum. I have no gift to bring, parum pum pum pum. That's fit to give our King, parum pum pum pum..",Humour
347,3,12,Back from Vacation,Toby,"Wish it were true, but it, it uh, seems from that photo that you took, you've entered into an intimate relationship.",HR
348,3,12,Back from Vacation,Toby,"Michael, nine different people emailed me that photo, including my ex-wife... we don't talk now.",Personal
349,3,12,Back from Vacation,Toby,"You know, for your own protection, you should disclose the relationship to HR.",HR
350,3,12,Back from Vacation,Toby,"All right, if you're having a relationship with your superior, you must disclose it.",HR
351,3,12,Back from Vacation,Angela,"OK, we only have three hours people to plan a whole luau, and you're not helping.",Logistics
352,3,12,Back from Vacation,Jan,I was in Scottsdale visiting my sister.,Personal
353,3,12,Back from Vacation,Jan,"Very sunny. Family's important. Michael, I would like to speak with you, in your office.",Logistics
354,3,12,Back from Vacation,Jan,"In the last year, I've gone through a divorce, an identity theft, a husband who would not... communicate. This is nether here or there. My psychiatrist thinks that I have some self-destructive tendencies and that for once, I should indulge them. You following me?",Personal
355,3,12,Back from Vacation,Jan,"I think I owe it to myself to find some kind of happiness, you know? I mean, even, even if it means... lowering my expectations or, or redefining the word, itself.",Personal
356,3,12,Back from Vacation,Jan,"This is the kind of thing, you know? I am... attracted to you. I, I don't know why, I... but, I am. And, I need to follow my instincts. At least that's what Dr. Perry thinks.",Personal
357,3,12,Back from Vacation,Jan,"This is the point, OK? You're wrong for me. In... In... every way. But I still find myself wanting to... be with you.",Personal
358,3,12,Back from Vacation,Jan,"Wait 15 minutes, find an excuse, and meet me at your condo.",Personal
359,3,13,Traveling Salesmen,Angela,This friend of mine - let's call her Noelle - she missed this deadline turning something in to Corporate in New York. But then this gallant gentleman - we'll call him Kurt - he drove all the way to New York and handed it in for her. That's... I don't know. I guess he really just likes her a lot.,Personal
360,3,13,Traveling Salesmen,Angela,That's great Pam. I like having these little moments with you. You know what? Sprinkles recently had kittens.,Personal
361,3,13,Traveling Salesmen,Angela,I would like to offer you the dominant male. His name is Ash.,Personal
362,3,13,Traveling Salesmen,Jan,"Dwight's name is on the security sign-in sheet, but I don't know who he met with. And where it asks to state your business, he wrote ""Beeswax. Not yours, Inc.""",Logistics
363,3,13,Traveling Salesmen,Angela,"How is going to be ok, Dwight? Everyone will know our business.",Interpersonal
364,3,13,Traveling Salesmen,Angela,I hate those two people more than anything in the entire world.,Opinions
365,3,13,Traveling Salesmen,Angela,"Dwight, from sales, was one of the most honorable and efficient employees this company has ever had.",Opinions
366,3,14,The Return,Angela,Oscar? I have a question. Would you like to join the party planning committee?,Logistics
