season,episode,title,scene,speaker,line,Unnamed: 6
7,25,Search Committee (Parts 1&2),6111,Oscar,Kelly's on your side.,
7,25,Search Committee (Parts 1&2),6115,Angela,"Well, let me be clear. I only speak for myself, and not myself and the Senator. I think we have some wonderful candidates, and there's a great, lively debate here, but let's think about-",
7,25,Search Committee (Parts 1&2),6115,Toby,"No, no,... no. Sorry. We cut Kevin off for the same thing. You have to have something to say, if you talk. ",
8,1,The List,6126,Oscar,"Planking is a very stupid and dangerous trend. Basically, you lie like a plank in weird places. That's it. Sometimes you get run over. Welcome to the Internet.",
8,1,The List,6135,Angela,"Isn't it amazing, the difference in our sizes?",
8,1,The List,6135,Angela,"I am having a child with my husband, the Senator. And Pam is having a child with Jim... the great salesman.",
8,1,The List,6154,Toby,"I should not be here. I'm in the- I was in the wrong- I'm- I'm sorry. Uh, just picture me back there. I- I was never here.",
8,2,The Incentive,6171,Angela,"I mean, he's gotten worse over the years....",
8,2,The Incentive,6171,Oscar,He's making a statement. It's an ironic comment on our expectations of him. A funhouse image of our model of Kevin.,
8,2,The Incentive,6187,Angela,Have you read it? Has an adult member of your family read this particular issue?,
8,2,The Incentive,6187,Angela,So you saw the article on the importance of taking frequent walks while you're pregnant?,
8,2,The Incentive,6187,Angela,I will be taking a morning walk and an afternoon walk. Would you like to join me?,
8,2,The Incentive,6202,Angela,"Well, we could talk about an ethical dilemma I'm having.",
8,2,The Incentive,6202,Angela,"A coworker of mine is drinking caffeine while pregnant, and I don't know if I should call social services about it.",
8,2,The Incentive,6202,Angela,In mugs with trace amounts of coffee!,
8,3,Lotto,6203,Oscar,"You can't leave a dog in a parked car.  Snowboarder, it figures.",
8,3,Lotto,6203,Oscar,I bet this guy didn't leave his weed in the car. OK we have to do something because this is incredibly dangerous.,
8,3,Lotto,6203,Oscar,This guy's been gone long enough. He's lost his right to a window. ,
8,3,Lotto,6208,Oscar,What really interests me is the group dynamic of six people winning the lottery. This will not end well. Right?,
8,3,Lotto,6210,Oscar,"Really, nobody's gonna help her? Is chivalry dead?",
8,3,Lotto,6210,Oscar,Of course. I would. But my hip....I would kill to be at a hundred percent. ,
8,3,Lotto,6212,Angela,"Oh, sorry. I thought it was a guess your baby's birth weight pool.",
8,3,Lotto,6227,Oscar,"It used to be Reggie Winters out at Gold's Gym. But he moved away. And then it was between Bruce and this guy Dean. Um, but Dean got fixated on his calves and uh, and his triceps went to hell.",
8,3,Lotto,6237,Toby,"I would spend a lot of time launching my true crime podcast, The Flenderson Files. Dum bum buh.  Flenderson files.",
8,4,Garden Party,6246,Oscar,"Andy, we understand basic table manners, we're not children.",
8,4,Garden Party,6252,Angela,Is there anything you wish you had done differently to avoid cankles?,
8,4,Garden Party,6252,Angela,I've already gone up another cup size. The senator is grossed out. When do you start feeling it kick?,
8,4,Garden Party,6252,Angela,Phillip is the name that we're using. It's after my favorite cat.,
8,4,Garden Party,6254,Toby,"Uh, you know what, I can go park it myself.",
8,4,Garden Party,6254,Toby,It's probably okay...,
8,4,Garden Party,6254,Toby,I think it's better that I...,
8,4,Garden Party,6254,Toby,It's a finicky car...,
8,4,Garden Party,6254,Toby,"It's a little tricky, you might have to... take... ",
8,4,Garden Party,6258,Oscar,"Andy, stop hovering, you're being really annoying.",
8,4,Garden Party,6259,Oscar,Technically FOR Robert California. He's our CEO.,
8,4,Garden Party,6273,Angela,"I would like to toast someone who isn't here but who will be in just four short months. Welcome to the world, Phillip Lipton!",
8,4,Garden Party,6274,Angela,She just always has to copy anything I do! It's the Ford Taurus situation all over again!,
8,4,Garden Party,6282,Oscar,It's a reference to Citizen Kane. Something that explains why a person became the way they are.,
8,4,Garden Party,6282,Oscar,Different school of thought. Let's just agree to disagree.,
8,5,Spooked,6300,Toby,"Every Halloween I tell him the same thing - You can't bring weapons into the office, and every year he says the same thing - As soon as I get my weapons back I'm gonna kill you. But there I am at Thanksgiving, alive, you know. I'm a lucky turkey.",
8,5,Spooked,6309,Toby,If you turn out the lights we'll do a little dance.,
8,5,Spooked,6310,Angela,"So, can we speak our minds now, or are we still sparing feelings, because I hate all of this.",
8,5,Spooked,6315,Oscar,Mummies are real. There are mummies at museums.,
8,5,Spooked,6320,Angela,Pam do you think anyone's going to notice I've worn this costume before? When I wasn't pregnant. You know I bet nobody would believe it still fits.,
8,5,Spooked,6325,Oscar,Where is this from? That is so upsetting!,
8,5,Spooked,6336,Toby,"Oh, hey, Bert. Wanna see the dance? Dem bones, dem bones, dem dry...",
8,6,Doomsday,6350,Toby,You know I don't have to do the paperwork unless you're actually dating.,
8,6,Doomsday,6350,Toby,But I mean...uh have you talked to her? Is sh...,
8,6,Doomsday,6350,Toby,"Do you know her last name, yet?",
8,6,Doomsday,6350,Toby,She's going to be screaming her own last name?,
8,6,Doomsday,6354,Oscar,There's an easy way to tell if this device is a sham. We just make a mistake. I'll send an order down to shipping before we've received payment.,
8,6,Doomsday,6358,Angela,"Kevin, maybe I should handle that. We really need you to focus on your project.",
8,6,Doomsday,6360,Angela,"Oscar, use a calculator. ",
8,6,Doomsday,6361,Oscar,"When the stakes are this high, there is only one computer that I trust. And it's powered by thai food and spanish reds. ",
8,6,Doomsday,6365,Angela,You sent the late notice to Ryan Heart & Wolf. Right?,
8,6,Doomsday,6365,Oscar,Five eighty-eight plus fifteen percent- Oh no.,
8,6,Doomsday,6365,Oscar,Dwight be human for once. Shut down the machine.,
8,6,Doomsday,6373,Oscar,Why haven't we heard anything? It's 4:45. There's only 15 minutes left.,
8,6,Doomsday,6373,Angela,"Oh, now you can do math? Where were you 2 hours ago 'A Beautiful Mind'-",
8,6,Doomsday,6373,Oscar,I made a mistake. I'm sorry.,
8,6,Doomsday,6373,Oscar,It's not that funny.,
8,6,Doomsday,6378,Oscar, He stopped it!,
8,7,Pam's Replacement,6387,Toby,"It's going to be nice to have just a healthy, young, fit presence in the middle of the office.",
8,7,Pam's Replacement,6387,Oscar,Yeah aesthetically speaking she adds a nice presence.,
8,7,Pam's Replacement,6387,Oscar,"No, no. Not even.",
8,7,Pam's Replacement,6387,Oscar,Pam you look more beautiful now than ever.,
8,7,Pam's Replacement,6387,Toby,You know it's not just pregnant women who don't get their due. You know who's gorgeous? Helen Mirren.,
8,7,Pam's Replacement,6387,Toby,You know what would be the hottest thing ever? It's a pregnant Helen Mirren.,
8,7,Pam's Replacement,6387,Oscar,In this case yes.,
8,8,Gettysburg,6422,Oscar,"It's not fair, you guys.",
8,8,Gettysburg,6425,Angela,"Okay, Andy, we get it. It's a trip to Gettysburg.",
8,8,Gettysburg,6425,Oscar,Actually it is the northernmost.,
8,8,Gettysburg,6433,Oscar,"Dwight, what are you telling this girl?",
8,8,Gettysburg,6433,Oscar,"Stop filling her head with nonsense, okay? She doesn't know any better.",
8,8,Gettysburg,6433,Oscar,"Really? Why don't you tell us the real history, Gore Vidal?",
8,8,Gettysburg,6433,Oscar,he's a historian.,
8,8,Gettysburg,6436,Oscar,I apologize for my friend and for the Republicans who are cutting your funding.,
8,8,Gettysburg,6448,Oscar,Wow. This is so much better than the story you made up.,
8,8,Gettysburg,6448,Oscar,You're right. There should be a monument to this.,
8,9,Mrs. California,6455,Oscar,Are you really comfortable standing there? I tried one of those and I just never hit the sweet spot.,
8,9,Mrs. California,6470,Oscar,All I need is another gym. As if I don't have enough drama.,
8,9,Mrs. California,6470,Oscar,Who's spotting who? Don't use the bike in the corner. That's Bruce's. Jeremy says...,
8,9,Mrs. California,6472,Toby,Did you bring your passport with you?,
8,9,Mrs. California,6472,Toby,"Well, I do. Always ready for adventure.",
8,9,Mrs. California,6472,Oscar,"Andy, if he didn't want her working here then why did you hire her?",
8,9,Mrs. California,6475,Oscar," Ah, just the battery on these things. I'm sorry, I've got to recharge this.",
8,10,Christmas Wishes,6511,Toby,You know this sounds a lot like the premise of my latest Chad Flendermen novel. A murder for framing.,
8,10,Christmas Wishes,6512,Toby,"Chad Flendermen. Just an easy going black guy, he knows the streets, yet he also went to Oxford. So. Just as comfortable on a motorcycle as he is on Air Force One. Oh and he's also the world's leading Egyptologist.",
8,10,Christmas Wishes,6513,Angela,Toby! Nobody cares about your sex-crazed black detective.,
8,10,Christmas Wishes,6513,Toby,"No, no, no, no, no. Women chase him. He misses his wife.",
8,10,Christmas Wishes,6513,Toby,Fingerprints can be planted. You know with a severed hand...,
8,10,Christmas Wishes,6513,Angela,No. Porcupines don't have souls. They're like dogs.,
8,10,Christmas Wishes,6516,Oscar,Who did this? Who did this? Do you know who did this?,
8,10,Christmas Wishes,6522,Oscar,"What? I haven't bar tended in forever. Oh, never considered myself a mixologist, oh this is daunting. Um, I need a mortar, pestle, muddler..does anyone have any chocolate shavings?",
8,11,Trivia,6539,Oscar,"Gosh, Andy, you had a great quarter. Okay? Robert will understand. Eight hundred dollars is a rounding error!",
8,11,Trivia,6539,Oscar,I'm leaving early today because tonight I have a trivia contest in Philadelphia.,
8,11,Trivia,6539,Oscar,"Any other crunch time, I would love to stay in, cook the books for you so you can save face in front of your CEO, but tonight is Triviocalypse!",
8,11,Trivia,6539,Oscar,"It's only the biggest night of trivia of the year. There's a thousand dollar prize. I'm committed to my friends, they're committed to me.",
8,11,Trivia,6542,Oscar,"I don't believe this. What are you doing here, Andy?",
8,11,Trivia,6542,Oscar,And you guys thought this was a good idea?,
8,11,Trivia,6542,Oscar,Yes! It's a gay bar! So you guys want to go home now?,
8,11,Trivia,6542,Oscar,What does this say about you? That you followed me here? That you think you're going to win your sales quota? At a gay bar's trivia night? ,
8,11,Trivia,6553,Oscar, Le titre du film est Le Scaphandre et le Papillon.,
8,12,Pool Party,6575,Oscar,How many bottles? Three hundred?,
8,12,Pool Party,6575,Oscar,Toby! Chateau Margaux ninety-five. You know your wine.,
8,12,Pool Party,6575,Toby,"Well, and you have a... yes, a- d- another chateau.",
8,12,Pool Party,6578,Oscar,"Toby, what's compelling about this is the note of persimmon. Right?",
8,12,Pool Party,6578,Oscar,"Okay, you have to join my wine-tasting club.",
8,12,Pool Party,6578,Toby,I would love that.,
8,12,Pool Party,6579,Toby,"Toby, you are playing a dangerous game. Guess I'm through the gateway now, though, right?",
8,12,Pool Party,6593,Oscar," Toby! I am Bacchus, god of wine!",
8,12,Pool Party,6593,Toby,And I am Bacchus's friend!,
8,13,Jury Duty,6599,Oscar,Well no one won the pool. Angela wasn't due for another month.,
8,13,Jury Duty,6599,Oscar,"Well Kevin and I have to go, Accounting is its own little family.",
8,13,Jury Duty,6599,Oscar,"We all got the email, some of us are going to go visit.",
8,13,Jury Duty,6603,Toby,"You know, when I was on j-duty, uh, Strangler case, we used to recreate the various stranglings with empanadas from- at Ernesto's.",
8,13,Jury Duty,6603,Toby,You mean food truck. Ernesto's was a food truck.,
8,13,Jury Duty,6605,Oscar," Guys, I don't know how many of you have seen- Gabe? Bring it in. I don't know how many of you have seen a premature baby before. It's going to be really tiny, so please don't say anything offensive.",
8,13,Jury Duty,6605,Angela,Oh... I don't- I don't want any- what are you guys doing here?,
8,13,Jury Duty,6605,Oscar,We wanted to say hi to the newest little Dunder Mifflinite.,
8,13,Jury Duty,6610,Toby,It's the empanada guy.,
8,13,Jury Duty,6612,Angela,"Nine pounds? Really? I thought you said five. You know what? I was under so many drugs, I felt like I was at a James Taylor concert or something, oh. So, what did you bring?",
8,13,Jury Duty,6612,Angela,"No, I think he came early just so he could wear these. Thank you.",
