season,episode,title,scene,speaker,line,Unnamed: 6
8,16,After Hours,6711,Angela,My Phillip is crawling.,
8,16,After Hours,6713,Oscar,"Exactly. That's just like crate training. All night long, all night long.",
8,16,After Hours,6714,Angela,"No one said ""you must have two""",
8,16,After Hours,6714,Oscar,"Like her genes are so important. The world just needs more Pam/Jim DNA. Thank you, no.",
8,16,After Hours,6730,Oscar,"Jamaican, huh? I just read about the elections down there. Crazy stuff.",
8,17,Test The Store,6760,Oscar,How can we feel safe knowing that there are gangs here? We should call the police right now!,
8,17,Test The Store,6760,Angela,Why would you care what the police think of our neighborhood?,
8,17,Test The Store,6760,Toby,"Yeah, um... I can't believe you remembered. I do self-defense. Um, I'll go put on my cup.",
8,17,Test The Store,6766,Toby,"Self-defense is not some fun boxing match, okay? This is about escaping with your life. So... strike, scream, and run. All right? Let's try it.",
8,17,Test The Store,6766,Toby,That may have been my fault.,
8,17,Test The Store,6766,Toby,"Okay, look, in a real crisis situation, you're not gonna have to time to think, okay? So just remember, I-A-A-T-G. ""It's all about the groin.""",
8,17,Test The Store,6766,Toby,I don't think that's very common.,
8,17,Test The Store,6766,Oscar,Why are you fixated on this hypothetical transgendered attacker?,
8,17,Test The Store,6766,Toby,"Well, the most common scenario is a larger man attacking a smaller female.",
8,17,Test The Store,6766,Toby,"It's interesting that you're drawn to the point of view of the attacker.  You would like the turn of the table. Okay, the latest Chad Flenderman novel...  written from the point of view of his nemesis, Dr. Lucifer Wu.",
8,17,Test The Store,6766,Angela,Can I please leave? I have a rape flute.,
8,17,Test The Store,6766,Toby,"All right, well, let's try one simple technique together. Okay, why doesn't everyone stand? Okay, so... you're being attacked. You've got your hands up. Simple palm strike to the chin. Up to the chin. One, two.",
8,17,Test The Store,6769,Toby,"Now, if your attacker is willing to defile a corpse, you better stop playing dead right away and just make it known that you're alive.",
8,17,Test The Store,6769,Toby,There's no shame in getting beaten up by a girl. My ex-wife used to demolish me.,
8,17,Test The Store,6776,Toby,"Okay, this isn't over. Let's stay focused, okay?  We made fun of Andy earlier for getting beat up by a little girl, but... little things can be dangerous.",
8,17,Test The Store,6776,Angela,Good point? What is a tub of electricity?,
8,17,Test The Store,6776,Oscar,With all due respect we know what we're defending against: a twelve year old female bully.,
8,17,Test The Store,6776,Angela,Great! I think Kelly should attack Toby.,
8,17,Test The Store,6776,Toby,I don't know if this is gonna help...Uh...,
8,17,Test The Store,6776,Toby,We should stay to maybe some more traditional models...,
8,17,Test The Store,6776,Toby,"Okay, this is what's called pre-violent posturing.",
8,17,Test The Store,6776,Toby,"Okay, I'm at what's called ""the decision point.""",
8,18,Last Day In Florida,6779,Angela,"Well, the way you said it made it sound like he was dead.",
8,18,Last Day In Florida,6779,Oscar,"You guys, we've gone over this, there is no treasure. ",
8,18,Last Day In Florida,6780,Oscar,"When the team left for Tallahassee, Dwight told everyone not to touch his treasure.  Obviously he wants us to obsess about it. There's nothing in there.  Which is obviously what he would want us to think, making it the perfect place to hide a treasure. Oh god, I'm Wallace Shawn in The Princess Bride.",
8,18,Last Day In Florida,6781,Oscar,I am dying to know what's in there.,
8,18,Last Day In Florida,6786,Toby," Knock, knock. Hey, Sasha's first year in the troops, so I'm selling cookies for her. Anyway, would you like some?",
8,18,Last Day In Florida,6786,Toby,"You can't claim territories. This is the only place I interact with people. Can't you sell at your church or barber shop?  Or chess club, or?",
8,18,Last Day In Florida,6786,Toby,"That's it? Yeah, well, ok. Thanks Darryl.",
8,18,Last Day In Florida,6794,Toby," Hey, you tricked me. You just wanted Kevin.",
8,18,Last Day In Florida,6794,Toby,"No, no, no. It's not fair. What if Kevin wants to buy cookies from me?",
8,18,Last Day In Florida,6794,Toby,"You know, why don't we split the order? It's only fair.",
8,18,Last Day In Florida,6801,Toby,"I'm, I'm not gonna comment on my personal life.",
8,18,Last Day In Florida,6811,Toby,"Yeah, I don't know why you picked names that are also guys' names.",
8,18,Last Day In Florida,6811,Toby,"Don't make me be your pony, Kevin.",
8,18,Last Day In Florida,6812,Toby,Yeah. I have my dignity too. I refuse to be another man's horsey.,
8,19,Get The Girl,6822,Oscar,I remember when that balloon went up there. I was still with Gil. We were so happy.,
8,19,Get The Girl,6826,Toby,Robert did say you'd be joining us. Welcome. I'm Tony.,
8,19,Get The Girl,6826,Toby,"I- I said I'm Tony. Okay I made a mistake. I thought it might go unnoticed. But uh, I'm Toby.",
8,19,Get The Girl,6826,Toby,"It happens, okay? Uh, so let's just find an empty desk for you, and uh, I'm sure Robert will be with you as soon as he gets in.",
8,19,Get The Girl,6847,Angela,Trust you? The way Pam trusted you to provide for her so she wouldn't have to work?,
8,20,Welcome Party,6860,Oscar,"Pam, hit the brakes. Stanley does not have a moustache. I misspoke. I'm not sure. I think he has one, now that- I think he has a moustache.",
8,20,Welcome Party,6860,Angela,'Cause we come here to do our jobs. We don't stick our noses in other people's business.,
8,20,Welcome Party,6861,Oscar,"Actually, Nellie, this monologue you're delivering is very offensive.",
8,20,Welcome Party,6875,Angela,We're going to have the fluorescent lights flickering. It's gonna make everyone sick.,
8,20,Welcome Party,6880,Oscar,"To Nellie Bertram, you are a most welcome and friendly presence at our company.",
8,20,Welcome Party,6880,Oscar,"Pam, on the other hand, is a most unwelcome, entitled, unfriendly presence in our company.",
8,20,Welcome Party,6880,Angela,"Nellie is terrific, but to be honest, every day I imagine how happy I'd be if Pam died. ",
8,21,Angry Andy,6890,Oscar,Time's almost up. How many are left?,
8,21,Angry Andy,6919,Oscar,"Nellie, does the person affected by this want us to help her in any way in particular?",
8,21,Angry Andy,6919,Angela,"Stop that! Dwight! Stop that, stop it.",
8,21,Angry Andy,6923,Toby,"Erin, HR is a joke. I can't do anything about anything.",
8,21,Angry Andy,6927,Oscar,"Ryan, go away! She found herself a beautiful boyfriend!",
8,22,Fundraiser,6936,Oscar,It says here this Smokey Robinson dead thing was a hoax. It's on CNN as of two minutes ago.,
8,22,Fundraiser,6937,Angela,Robert! The senator was going to wear dark brown tonight... I'm sure it will be fine.,
8,22,Fundraiser,6938,Angela,My husband is sponsoring a fundraiser tonight for local dog shelters! Robert California bought two tables for everyone here! These people were lucky to get seats because it is going to be a who's who of the northern 22nd district!,
8,22,Fundraiser,6940,Angela,We think you might kill Robert.,
8,22,Fundraiser,6943,Angela,"Robert, the senator and I wanted to stop by and say hello.",
8,22,Fundraiser,6949,Oscar,my dog Gerald is my life.,
8,22,Fundraiser,6950,Oscar,"This confirms three things: I'm right about the senator, I still got it, and poor Angela.",
8,22,Fundraiser,6953,Oscar,I stumbled into a very dramatic situation. Angelas husband just hit on me!,
8,22,Fundraiser,6953,Oscar,"We were talking about animals, he gives me his cell phone number. He was just dying for me to have it.",
8,22,Fundraiser,6953,Oscar,"Well, if you would have seen the look he gave me, he wanted to run more than just my vote.",
8,22,Fundraiser,6959,Oscar,He does not think Jim's gay. A gay man would not leave the house wearing those shoes.,
8,22,Fundraiser,6963,Oscar,sorry about what? There's nothing to be sorry about here.,
8,22,Fundraiser,6964,Oscar,"No. I'm certainly not disappointed that Angelas husband was not hitting on me. I'd have to be a monster to root for that. A lonely, aging monster.",
8,22,Fundraiser,6968,Oscar,"Nice to see you again, it was lovely!",
8,22,Fundraiser,6969,Oscar,why does this always happen to me? Ahh! I just feel so bad for Angela,
8,23,Turf War,6980,Oscar,Why did Binghamton close?,
8,23,Turf War,6986,Toby,"Now, we're actually a lot closer to Binghamton than you are. Kimosabe.",
8,23,Turf War,6987,Toby,"I like to think Lloyd Gross is a no-nonsense guy who doesn't back down from anybody. And he calls people ""Kimosabe"".",
8,23,Turf War,6988,Toby,"That's true. There's no rule. You can check the employee handbook. Oh, can I check the employee handbook Lloyd? Well, does it say anything about me choking a man with my bare hands?",
8,23,Turf War,6988,Toby,I've seen guys like you. Big guys who like to push the little guys around. Lloyd Gross eats bullies like you for breakfast.,
8,23,Turf War,6988,Toby,"Hey, text from the old wife. Gonna take that. ",
8,23,Turf War,6995,Angela," Hello! Hello, my clucking hens. Got room for another in the roost? Huh? Don't worry, I won't lay an egg.",
8,23,Turf War,6996,Angela,Robert sent me to take over if Pam fails. If? ,
8,23,Turf War,6997,Angela,I have been crunching numbers all day. Math is for boys. I need girl talk.,
8,24,Free Family Portrait Studio,7010,Oscar," Hello. My name's Oscar. I'm an accountant in Scranton, Pennsylvania and I'm gay. And I'm here to tell you that yes- it does get better. When I was younger, um-",
8,24,Free Family Portrait Studio,7010,Oscar,"No, it's just a way to tell young people, no matter how hard it gets for them, there's a brighter future ahead.",
8,24,Free Family Portrait Studio,7010,Oscar,"No matter how hard it gets for you, eh- Kelly, seriously, I-",
8,24,Free Family Portrait Studio,7010,Oscar,"Okay, as you can see, I now have a cool job at a dynamic workplace. Being gay is a celebration of life, it's a simple-",
8,24,Free Family Portrait Studio,7010,Oscar,"In any case, it gets better.  Maybe- maybe not much better... but better.",
8,24,Free Family Portrait Studio,7028,Angela,No. I am going to hold him because I haven't seen him all day.,
8,24,Free Family Portrait Studio,7029,Angela,"I think that Dwight is doing this whole thing to, um, get a sample of my baby's DNA to prove he's the father. Which... is impossible... because the senator is the only man I've ever been with.",
8,24,Free Family Portrait Studio,7039,Toby,"Andy, we wanted to talk to you. A lot of us are very concerned about you.",
8,24,Free Family Portrait Studio,7039,Toby,I can refer you to someone to talk to.,
8,24,Free Family Portrait Studio,7039,Oscar,David Wallace hasn't worked here in years.,
8,24,Free Family Portrait Studio,7039,Toby,"Hey, Andy, Nobody's calling you crazy, Andy. We're your friends, Andy.",
8,24,Free Family Portrait Studio,7039,Toby,Do you see David Wallace in the room right now?,
8,24,Free Family Portrait Studio,7045,Angela,Get out of the car! Get out! Where is he?,
8,24,Free Family Portrait Studio,7045,Angela,"Yes!  Tell me! Tell me where he is! Mose, damn it! Where did he go? Mose! Get back here!",
9,1,The New Guys,7061,Toby,Kelly Kapoor is gone. Her fiancé Ravi was hired as a pediatrics professor at Miami university.,
9,1,The New Guys,7062,Toby,"iami University in Ohio. On her last day, Kelly was still a little confused about it",
9,1,The New Guys,7064,Toby,"Shortly after Kelly left, Ryan quit and also moved to Ohio, for what he claimed were unrelated reasons.",
9,1,The New Guys,7069,Toby,There's two new guys back there with me now. They're in their 20s. And we really get along.,
9,1,The New Guys,7071,Toby,Just three single guys. Getting into trouble.,
9,1,The New Guys,7076,Angela,"Well, I need to give my cat up for adoption.",
9,1,The New Guys,7078,Angela,"No, the one with the long hair and the denim pants, Comstock! Ok, look . He's such a special kitty. I just want to find him a good home. He loves those pants",
9,1,The New Guys,7078,Angela,"If you pray enough, you can change yourself into a cat person.",
9,1,The New Guys,7078,Oscar,"Those guys always change back, Angela.",
9,1,The New Guys,7079,Toby,Hey you wanted to see me?,
9,1,The New Guys,7079,Toby,You can only fire Nellie for cause.,
9,1,The New Guys,7079,Toby,"Except you just told me you were gonna make it up. Now if she sues, I have to testify against you.",
9,1,The New Guys,7079,Toby,Can't. I took a course at the Weintraub Memory Academy. I sat next to this woman named Beverly Brook. She had a Greek salad for lunch. See what I mean?,
9,1,The New Guys,7083,Angela,Attention everyone. Comstock is still available. Oscar has been flirting with adopting him. But still hasn't given me a definite yes or no.,
9,1,The New Guys,7083,Angela,"Fine. For any interested candidates, I will be conducting 20 minute interviews. My ideal situation would an independently wealthy cute couple with a strong commitment to education. Black or white, I'm fine with either, but not both.  Listen, you're in this, but you need to wow me, ok?",
9,1,The New Guys,7092,Toby,"This is a bloodbath. Alright, I'm calling this.",
9,1,The New Guys,7092,Toby,"It is enough of this. Everyone, let's go back to work.",
9,1,The New Guys,7095,Angela,How would you support the cat? What are your ambitions?,
9,1,The New Guys,7095,Angela,Have you taken any concrete steps?,
9,1,The New Guys,7098,Angela,"No, the baby. Please, it's my husband's favorite cat. He's broken up about it. It's the only time I've seen him cry other than our wedding night.",
9,1,The New Guys,7098,Angela,"Yay! Oh, poor Robert. He won't get to say goodbye. He has this business dinner tonight",
9,1,The New Guys,7099,Oscar," Yeah. Good news, tonight when you come over for dinner, you can play with your old buddy Comstock.",
9,2,Roy's Wedding,7123,Angela,"Um, you have diabetes, Stanley.  I'm sorry, is the assignment to pick a selfish charity?",
9,2,Roy's Wedding,7132,Angela,The senator and I still have mystery. I'm always waiting to see what he's gonna surprise me with next. ,
9,2,Roy's Wedding,7140,Toby," Sh, uh, um, I was having this separate conversation with Kevin. Uh, Johnny Depp.",
9,2,Roy's Wedding,7140,Angela," Kevin, stop it with that question.",
9,2,Roy's Wedding,7146,Oscar,Then why are we talking about her looks? Why not her credibility? Or her reliability?,
9,2,Roy's Wedding,7146,Oscar,"I'm so sorry, Andy, but for twenty years, the most trusted man in America - Walter Cronkite.",
9,2,Roy's Wedding,7146,Oscar,"Does Erin have any experience? Has she taken any journalism classes, maybe? Or...",
9,2,Roy's Wedding,7146,Angela,Has she done the pageant circuit?,
9,3,Andy's Ancestry,7176,Oscar,"I'm just saying, what does it imply in this country when a white person shares an ancestor with a black person?",
9,3,Andy's Ancestry,7181,Oscar,"Well, if there's another explanation, I don't really see what it could possibly be. I�",
9,3,Andy's Ancestry,7181,Oscar,Andy! Andy! No! I would be very polite today.,
9,3,Andy's Ancestry,7181,Oscar,"Your connection. To Michelle Obama has certain... negative connotations. Most likely, your family were�slave owners.",
9,3,Andy's Ancestry,7193,Angela,Stop it! Stop it! You're frightening me!,
9,3,Andy's Ancestry,7193,Oscar,"The difference is, Andy, that you're the only be here still benefitting from the terrible things that your ancestors did.",
9,3,Andy's Ancestry,7193,Oscar,Your family's rich! I have to believe that a big part of the Bernard fortune was earned on the backs of slaves.,
9,4,Work Bus,7205,Oscar,Is this like a blooper reel?,
9,4,Work Bus,7205,Oscar,What was that? That was just a normal video with you making vulgar noises.,
9,4,Work Bus,7206,Oscar,It stands for electromagnetic field. Generally cause by a concentration of wiring in one area  Especially if they're poorly insulated. Dwight.,
9,4,Work Bus,7206,Toby,You think I have a machine for measuring bee hives?,
9,4,Work Bus,7222,Angela,"I, I need to get to the paper please. ",
9,4,Work Bus,7229,Angela,"So wait, when pies are involved you can suddenly do math in your head?",
9,4,Work Bus,7229,Oscar,"Hold on, Kevin, how much is 19,154 pies divided by 61 pies?",
9,4,Work Bus,7229,Oscar,What if it were salads?,
9,4,Work Bus,7240,Oscar,I don't know what you're talking about.,
9,4,Work Bus,7240,Oscar," Kevin, are you trying to get me to hit you? In the face with my pie?",
9,5,Here Comes Treble,7251,Angela,The senator will be joining us later.,
9,5,Here Comes Treble,7251,Angela,"No, it wasn't.",
9,5,Here Comes Treble,7267,Angela,"And I told Phyllis not to put it out, but she insisted. So, anyway... Hi! Oh, Oscar, remember my husband, the senator?",
9,5,Here Comes Treble,7267,Oscar,"Senator Lipton, nice to see you.",
9,5,Here Comes Treble,7267,Angela,"Wait a second, who designed this spread? The sweets and savories are all mixed together. This is mayhem!",
9,5,Here Comes Treble,7267,Oscar,Actually I'm the electoral college.,
9,5,Here Comes Treble,7267,Angela,"You know what? This is outrageous. I have to find Phyllis. You two talk, okay? Sorry babe.. Phyllis!",
9,5,Here Comes Treble,7270,Toby,"Oh my goodness, look. Look at this.",
9,5,Here Comes Treble,7277,Angela,They lost me when they sang �Monster Mash'. That song obviously glorifies the occult.,
9,6,The Boat,7282,Oscar, Can you guys come with me for a minute?,
9,6,The Boat,7283,Oscar,"I know you saw me with the Senator. I think I'm in love, possibly for the first time. So yes, Senator Lipton and I are having an affair. I hope that I can count on your sensitivity, maturity and discretion. ...Why?",
9,6,The Boat,7287,Oscar,"Kevin, listen to me. I'm in love with the Senator. And I need time to sort this out in a responsible matter so I need your help in keeping it a secret because this means the world to me. Ok?",
9,6,The Boat,7298,Angela,"Kevin, we're out of 11-38 forms. Did you order more?",
9,6,The Boat,7298,Angela,I don't know why I'm surprised. Literally nothing you do could surprise me anymore.,
9,6,The Boat,7299,Oscar,"That actually wasn't the worst cover. I'd say at least once a week, Kevin runs out of the room shouting that he has to go to the bathroom.",
9,6,The Boat,7304,Angela,The Senator is exhausted. This campaign is wearing him out.,
9,6,The Boat,7304,Angela,That man he's up against is so dirty. And the senator's just pushing back as hard as he can.,
9,6,The Boat,7304,Angela,"Anyways, last night he was tired and just wanted a little Mexican brought in. ",
9,6,The Boat,7308,Toby,Kevin. His gambling problem must've resurfaced. I'm gonna have to send him home until I can do an investigation.,
9,6,The Boat,7311,Toby,"Hi, Kevin. Look, I need to talk to you about-",
9,6,The Boat,7311,Oscar,"Guys? Excuse me. Um, a quick word, please just..",
9,6,The Boat,7311,Oscar,"Oh, you're right I'm so sorry. Snack machine on me. ",
9,6,The Boat,7312,Oscar,Those figures I gave you? They're false.,
9,6,The Boat,7312,Oscar,"I was mad at Kevin, we had a fight and I acted vindictively.",
9,6,The Boat,7312,Toby,I knew it. I knew it from the beginning it was possible.,
9,6,The Boat,7312,Oscar,What are you talking about? I just did this now.,
9,6,The Boat,7312,Toby,"A few years ago, when I was on the jury of the Scranton Strangler..",
9,6,The Boat,7312,Toby,I always thought he might have been set up but I felt pressured to convict.,
9,6,The Boat,7312,Oscar,That's gotta be tough.,
9,6,The Boat,7312,Toby,Tough? I put an innocent man on death row.,
9,6,The Boat,7322,Oscar,"Well, I am sorry Kevin.",
9,6,The Boat,7322,Angela,Why on earth would you think you were getting a promotion?,
9,6,The Boat,7322,Angela,Honey! What are you doing here?,
9,6,The Boat,7322,Angela,Oscar? What is going on? What was that?,
9,6,The Boat,7322,Oscar,You know what? I'm sorry. I overreacted. Because I'm stressed out. Why am I stressed out? Who's not stressed out? Who's not stressed out? Who-,
9,6,The Boat,7323,Oscar,"I have to say I'm impressed with Kevin. Uh, he showed a lot of self-control.",
9,7,The Whale,7340,Toby,I have very fertile hair glands.,
9,7,The Whale,7341,Toby,I am so glad I got all of the dudes to do Movember. We have the dopest time back in the annex.,
9,7,The Whale,7343,Toby,"We even go to lunch, pick up babes.",
9,7,The Whale,7344,Toby, Smile if you love men's prostates.,
9,7,The Whale,7345,Angela, I think the senator is having an affair.,
9,7,The Whale,7345,Oscar, This doesn't... I'm sorry. Wha... what?,
9,7,The Whale,7345,Angela,I think the senator is having an affair.,
9,7,The Whale,7346,Oscar,I literally have nightmares in which what just happened happens. I wake up in a sweat. And then I make Angela's husband spoon me back to bed.,
9,7,The Whale,7347,Angela,"When he comes home in the morning, he has this secret little smile.",
9,7,The Whale,7347,Oscar,"Oh, I'm sure ...that's nothing.",
9,7,The Whale,7347,Angela,And he's always at the yoga studio. He never misses the noon class - it's Hot Yoga with Blake.,
9,7,The Whale,7347,Oscar,"Angela, Blake's also a guy's name so he... may be spending his afternoons with a guy named Blake. So nothing to worry about. Huh. Blake. Who is Blake?",
9,7,The Whale,7347,Angela,I don't know.,
9,7,The Whale,7347,Oscar,I just never heard about the senator and yoga...,
9,7,The Whale,7347,Oscar,From you. I'm sure it's probably nothing. But what's with the yoga already?,
9,7,The Whale,7347,Oscar,"And Blake! All right Angela, calm down! We need to go check this out.",
9,7,The Whale,7347,Oscar,"Angela, I'll go with you.",
9,7,The Whale,7353,Angela,Which one is the instructor? There all fatties.,
9,7,The Whale,7353,Oscar," On the stairs. Stay calm. Stay down. Oh, so wait. Blake is a her.",
9,7,The Whale,7353,Angela,"Oh my God! She's so stunningly tiny! She's like a petite double zero, for sure. For sure! Holy cow! Look at what they're doing.",
9,7,The Whale,7353,Oscar,She's repositioning his hips for downward facing dog.,
9,7,The Whale,7353,Angela," I've heard of this - dog style. Oh wait. Oh look Oscar, Thumbelina has a boyfriend! And he has a ponytail - ew. I'd like to see that run for office. Oscar, you were right. I had nothing to be worried about. Thank you. Let's go.",
9,7,The Whale,7354,Toby,"This is fun. You know? I mean, this is fun.",
9,7,The Whale,7358,Jan,You son of a bitch. You're firing me? Where the hell do you get off?,
9,7,The Whale,7360,Jan,"I was under the impression that David Wallace would be coming. He bought back Dunder Mifflin, correct?",
9,7,The Whale,7360,Jan,Molly! David Wallace is in Vermont.,
9,7,The Whale,7360,Jan,Molly. I am not Tom. I am Jan.,
9,7,The Whale,7360,Jan,"I thought it would be fun to have a little chat with uh, David Wallace after all these years. Oh, well. What are you doing?",
9,7,The Whale,7360,Jan,Fine. I will show you one... slide show.,
9,7,The Whale,7362,Jan," Mommy, you're a princess. Mommy, you're a superstar. Mommy you're the greatest. How can I ever fill your sho-o-o-es?",
9,7,The Whale,7362,Jan," Well, that -- that was -- that was me too.",
9,7,The Whale,7362,Jan,Cece can't spell her name.,
9,7,The Whale,7362,Jan,"Well, it's not really much of a comparison, is it? I mean, ""Cece"" is two letters and ""Astrid"" is... I mean, there's even some adults who -- who -- who can't spell it.",
9,7,The Whale,7362,Jan,"Can you spell it? Try to spell it, Pam.",
9,7,The Whale,7362,Jan,Don't patronize me.,
9,7,The Whale,7363,Angela,Wait. Why are you... Oh. are you getting your jollies right now? Can't get enough of the show? Your jollies are all on fire --,
9,7,The Whale,7363,Oscar, Please. It's Robert who's enjoying it.,
9,7,The Whale,7363,Oscar,"This could be the affair that you're scared of. Politicians are wonderful liars. You never know who they really are.  But uh, he's probably not gay. He's straight. He's straight, so...",
9,7,The Whale,7364,Jan,"I don't recall. And yes, Molly is crap.",
9,7,The Whale,7364,Jan,"Will you uh,  you. Can you turn around for me, please? Dwight you can go. I will call you in a week or so and let you know whether I want your business.",
9,7,The Whale,7364,Jan, Do you have a valid passport?,
9,7,The Whale,7366,Angela,"Oscar, what is happening here? Why would you say you think the senator might be gay?",
9,7,The Whale,7366,Oscar,"I don't know, Angela. I'm dehydrated. Maybe... You heard me wrong. We should just go.",
9,7,The Whale,7366,Angela,"Look, look, look. Here he comes. Here he comes. What is he doing?",
9,8,The Target,7368,Oscar,"Yesterday, Angela may or may not have figured out that I'm having an affair with her husband. So I just have to wait and see. When she comes in, if she's cold and awkward and cruel to me, then great, it's business as usual.",
9,8,The Target,7369,Angela,I think the thermostat is acting up again.,
9,8,The Target,7369,Oscar,"It's the stupid thermostat! That thing is a catastrophe. So I'm gonna, um, on your suggestion, get someone to fix it. I'll just go downstairs.",
9,8,The Target,7370,Oscar,"She doesn't know. I shouldn't be surprised. This is a woman who married a man who is obviously a homosexual. Basically, she has her head in the sand. In a way I feel sorry for her. I guess the universe rewards true love.",
9,8,The Target,7374,Angela,"Meet me in the old place, five minutes. I need you.",
9,8,The Target,7375,Angela,"Dwight, it's not that kind of meeting. Put your clothes back on.",
9,8,The Target,7375,Angela,Just put them on! Put on your clothes. I need your help. I need someone who can operate outside of the law. Ugh.,
9,8,The Target,7375,Angela,My marriage is in danger. I don't know who I can trust. I need someone to be there for me.,
9,8,The Target,7382,Angela,"Okay, so everything you need to know about the target is in here.",
9,8,The Target,7383,Angela,It's the only thing that will make this right.,
9,8,The Target,7386,Oscar," I just gave her a cookie, and she called me an angel, so... yeah, we're good. Yeah.  We dodged a bullet, yes. Okay. Yeah. Yeah, yeah-- Well, I gotta go now, but-- Okay, bye. Bye.",
9,8,The Target,7392,Angela,"Exactly, a friend. Someone who sits next to you year after year, making chitchat and smiling, and all the while running behind your back and defiling your marriage and seducing your husband.",
9,8,The Target,7392,Angela,"Well, you might be right. But it's too late now.",
9,8,The Target,7398,Oscar,You hired someone to hit me with a pipe!,
9,8,The Target,7398,Angela,You deserved every bit of it!  You made my husband gay.,
9,8,The Target,7398,Oscar,"What-- what I did was wrong, and I have to live with that every day. But your husband is... gay. He was gay when you married him!",
9,8,The Target,7398,Oscar,"Angela, until you face that, you're gonna be confused and angry for all the wrong reasons. But if you want to blame me for the whole thing, go ahead -- I won't stop you. Hit me. you have my blessing. Hit me.",
9,8,The Target,7398,Angela,Well are you gonna let go of it? Because part of the blame is definitely on you.,
9,8,The Target,7398,Angela,You were supposed to be my friend.,
9,8,The Target,7400,Angela,I feel so stupid. I sit next to him every day.,
9,8,The Target,7400,Angela," Jazz is stupid!  I mean, just play the right notes!",
9,8,The Target,7400,Angela,I don't like your friend Trevor.,
9,8,The Target,7403,Toby,That is-- that is a loaded question.,
9,8,The Target,7403,Angela,My pastor said it can come from breast feeding.,
9,8,The Target,7403,Angela,"Well, he didn't fight me hard on it.",
9,8,The Target,7403,Toby,"I-- I don't know if there's truth to-- to, uh, to that.",
9,8,The Target,7403,Angela,What is it called when two men intertwine their penises like the snakes on the medic-alert bracelet?,
9,9,Dwight Christmas,7406,Angela,"Oh, right, like I'm responsible 'cause I'm in charge of the party planning committee.",
9,9,Dwight Christmas,7406,Angela,Don't blame me for something we all forgot.,
9,9,Dwight Christmas,7406,Oscar,"Yeah, let's not blame her for something we all forgot.",
9,9,Dwight Christmas,7407,Oscar,"I didn't realize how many of Angela's opinions I agreed with, until she tried to have my kneecap shattered for sleeping with her husband. She makes a lot of very sound points.",
9,9,Dwight Christmas,7412,Angela," Party planning cimmittee, emgergency meeting. Now.",
9,9,Dwight Christmas,7416,Toby,"You know who's not gonna get to work on some exciting new startup this year? George Howard Skub, a.k.a. the alleged Scranton strangler, because he's in prison  for something he may not have done.",
9,9,Dwight Christmas,7416,Toby,The Scranton strangler. George Howard Skub. Haven't I told you about the jury I was on a couple years ago?,
9,9,Dwight Christmas,7416,Toby,"I could, sure. Have a seat. I would start at the beginning, but I think I need to go farther back.",
9,9,Dwight Christmas,7424,Toby, Here's the thing about moonlight. It's not sunlight.,
9,9,Dwight Christmas,7427,Oscar," This is a real thing. ""Belsnickel is a crotchety, fur-clad gift giver related to other companions of st. Nicholas in the folklore of southwestern Germany.""",
9,9,Dwight Christmas,7427,Oscar," ""His partner, zwarte piet, or black Peter, a slave boy, often portrayed in colorful pantaloons and blackface.""",
9,9,Dwight Christmas,7436,Toby,"Yeah. So anyway, the entire jury wants me to vote guilty. But then I did a little research of my own, and forget everything you thought you knew about fingerprinting.",
9,9,Dwight Christmas,7443,Toby,"Two dimes, seven nickels--Well, okay, no, that doesn't add up. It was one quarter and--",
9,10,Lice,7459,Angela,"Oh God, Meredith, lice? Did you not sign a pledge to shower?",
9,10,Lice,7461,Angela," Geez Meredith, you know, this is an office not one of your bean bag orgies.",
9,10,Lice,7462,Oscar,"I wash my hands at least six times a day. Toilet seat covers? Yes, thank you, even when I pee. Apparently, none of that is protection enough. Not when it comes to Meredith.",
9,10,Lice,7465,Angela,"Oh, no no no no no. I have not yet begun to shame.",
9,10,Lice,7470,Oscar,"I can appreciate that. I also only eat local, organic produce.",
9,10,Lice,7470,Angela,We don't want it to last longer. It's horrible.,
9,10,Lice,7473,Angela,"Oscar, do you want to be my partner?",
9,10,Lice,7474,Angela,You don't want bugs. You know? Who knows where those bugs will end up?,
9,10,Lice,7481,Angela,"Well, a lot of good your sorrys are doing her now, Pam. She's a monster.",
9,11,Suit Warehouse,7500,Oscar,"Hey, look who's back, Dwight Junior.",
9,11,Suit Warehouse,7502,Oscar,My friend has one of these. Fool-proof espresso every time.,
9,11,Suit Warehouse,7502,Oscar,"Actually, it's pronounced ""espresso""... Wait. That's what you said. I apologize, I just assumed you would mispronounce it. So...",
9,11,Suit Warehouse,7508,Oscar,"You guys, I kind of think I want to try them all. Is that crazy?",
9,11,Suit Warehouse,7508,Oscar,"It's a thing. It means ""you only live once"".",
9,11,Suit Warehouse,7524,Oscar,It's insane! They need to have the A.C. on year round! January too!,
9,11,Suit Warehouse,7524,Angela, I don't get the point of this stupid window!,
9,11,Suit Warehouse,7527,Oscar,"Everyone! Now that we have all this energy, why don't we move the copier into the annex like we've always wanted to?",
9,11,Suit Warehouse,7527,Oscar,"Wait!  It's beautiful. Hardwood! I always knew it was down here, I just never dreamed that I would actually see it.",
9,11,Suit Warehouse,7529,Oscar,"Kevin, move. I can't pull up the rug if you're standing on it with your rhinoceros feet.",
9,11,Suit Warehouse,7529,Angela,"Oh, my head is killing me. Does anyone have a baby asprin?",
9,12,Customer Loyalty,7539,Oscar,Annex. It must open something in the annex.,
